id_estoque,data_estoque,id_produto,estoque
5664884878920158190,2022-05-09,3071,1884.0
8920198211475465494,2022-05-09,1449,385.0
2631158748042462004,2021-06-11,1903,0.0
6383225631630755247,2022-05-09,1579,96822.0
1297892064947202268,2022-05-09,3875,371.0
1909322785431200570,2021-09-07,351,0.0
766948132746367220,2021-06-01,1903,0.0
216829426313273380,2021-09-07,196,0.0
3528920549728524470,2022-05-09,1573,2769.0
467212351646270749,2022-05-09,1573,429.0
8229681366798252685,2022-05-09,1573,1893.0
3118361907866603768,2021-09-07,1903,0.0
7303156233162397366,2021-08-31,1436,0.0
3756311424754401968,2021-06-02,1903,0.0
9160489223890380756,2022-05-09,3185,13755.0
855279369654800915,2022-05-09,3185,6670.0
8464010394256467121,2022-05-09,257,1857.0
4622866151838086207,2021-10-30,1903,0.0
7210138137867229013,2021-06-11,2856,0.0
1236459758369503436,2022-05-09,1074,20.0
3102315095188284372,2022-05-09,1443,157.0
1164222388147199278,2022-05-09,3790,5485.0
7189157872625229020,2022-05-09,1573,280.0
9189060403249299575,2021-10-30,196,0.0
7194465504565643215,2021-09-07,2856,0.0
5685689380932428046,2022-05-09,2134,3314.0
6476168358402489708,2021-06-11,351,0.0
4233010804968876275,2021-10-30,351,0.0
7778391422572715084,2022-05-09,137,8680.0
1574774614830248640,2021-06-11,196,0.0
2343272675574446798,2021-09-07,1436,0.0
6484602527958955968,2021-06-01,196,0.0
7027305285860458834,2022-05-09,3790,5087.0
2431293199391167700,2021-11-09,196,0.0
5769188784032763814,2021-10-30,196,0.0
7016392507937543234,2022-05-09,2373,350.0
1630717785092741593,2021-11-09,1903,0.0
8304434425311042394,2021-06-01,351,0.0
5374521883748169072,2022-05-09,1143,2.0
9192718234307085599,2022-05-09,2017,33763.0
475595276725346173,2021-06-02,2856,0.0
1570049029315485593,2021-06-02,2856,0.0
5217696859849475237,2022-05-09,3965,2326.0
4920714293459058027,2021-06-11,196,0.0
8762503902871370919,2021-08-31,1903,0.0
5195300140949665740,2021-08-31,351,0.0
8376872021088180153,2021-10-30,2856,0.0
1632275411246993761,2022-05-09,3790,59212.0
3106374168502968065,2021-09-07,2856,0.0
2692392742277446547,2022-05-09,2048,0.0
2879884282851783855,2022-05-09,1386,429.0
4651337498340688001,2021-08-31,1436,0.0
3039518905418261407,2021-06-01,351,0.0
4517165093978388553,2021-06-12,2856,0.0
8126565368782739401,2021-06-12,196,0.0
5091056045067258959,2021-06-12,196,0.0
1675077827834957663,2022-05-09,1449,306.0
2382888746660977211,2022-05-09,967,219.0
6471979622926931973,2021-06-01,196,0.0
3970811344728101806,2021-08-31,351,0.0
1448860751641188647,2022-05-09,1386,269.0
7828241116534269347,2022-05-09,2715,290.0
723703271690787323,2021-06-02,351,0.0
8885150721505102988,2022-05-09,1498,2512.0
5380617327963866965,2021-10-30,351,0.0
7134499113375869083,2022-05-09,1187,492.0
4046590806369521913,2021-06-12,2856,0.0
6151300502424796005,2021-06-12,2856,0.0
6008230147207179136,2022-05-09,1408,0.0
7680188784672657040,2021-11-09,2856,0.0
3984247253383174473,2021-06-02,2856,0.0
7323803195834737436,2022-05-09,1579,10144.0
8939436435237179623,2022-05-09,2343,75.0
7121790758590204571,2021-11-09,351,0.0
5973566191896075419,2021-06-12,351,0.0
6613887583634876534,2021-09-07,1436,0.0
598636161671304119,2021-08-31,2856,0.0
6080065088753173803,2022-05-09,3149,3497.0
8452124834530843541,2022-05-09,1573,2734.0
8385130168037972349,2022-05-09,1118,101.0
4332585310405137612,2021-06-01,1436,0.0
5566229984631485366,2021-06-01,1436,0.0
410783556407858448,2022-05-09,551,1039.0
6930440209114606993,2022-05-09,2715,168.0
868310373671182002,2021-08-31,196,0.0
3208567243027901420,2021-08-31,1436,0.0
6278886269482483694,2021-08-31,1436,0.0
5060005309248606278,2021-06-12,1436,0.0
8943144056487762176,2021-11-09,2856,0.0
4539603792931204226,2021-06-01,2856,0.0
3026735855799939562,2021-10-30,1903,0.0
5545701341684703003,2022-05-09,3875,339.0
3006168909094443208,2021-10-30,1436,0.0
4803222736462464351,2022-05-09,604,568.0
938237343957602747,2021-09-07,1436,0.0
4497150183943144326,2021-06-01,196,0.0
1408775652204073730,2022-05-09,3389,1952.0
4103418384203285490,2022-05-09,603,505.0
6108545307782019688,2021-10-30,351,0.0
2205815228856203439,2021-08-31,1436,0.0
9168406421198159474,2021-06-12,1903,0.0
6439623593919718171,2021-06-12,1436,0.0
962565233044646534,2022-05-09,2373,264.0
8462677962242036521,2022-05-09,1187,57.0
1686312075296640069,2021-06-02,1436,0.0
7741837902307902710,2021-06-12,196,0.0
5967083506944668205,2021-11-09,2856,0.0
2517371183748805358,2022-05-09,1449,342.0
1344187140202028108,2022-05-09,604,1609.0
8637990441678209319,2021-08-31,2856,0.0
2057735571309011710,2021-10-30,2856,0.0
4889775266392162659,2021-10-30,196,0.0
8775695977348141588,2022-05-09,551,1323.0
4280983694892687692,2021-06-11,1436,0.0
7345834195426570660,2021-10-30,351,0.0
4659065220610064323,2021-06-12,1903,0.0
3213451787312857660,2022-05-09,1187,263.0
7630015073609258612,2021-10-30,1903,0.0
8815116763523880731,2021-09-07,1436,0.0
3039278669672014263,2021-08-31,2856,0.0
8968107999077486400,2021-08-31,2856,0.0
1986199764058959223,2021-08-31,351,0.0
2664842471899390818,2022-05-09,3149,1683.0
2992101230321154748,2022-05-09,1169,16007.0
5618283556257783273,2022-05-09,3389,1031.0
8862773751492364195,2021-11-09,196,0.0
4410105990324375224,2022-05-09,551,8220.0
1956825473603362283,2022-05-09,2134,3395.0
5583443078533442720,2022-05-09,847,20.0
4840764073239262311,2021-06-12,2856,0.0
3480883005236148450,2022-05-09,2821,83.0
1653772299862373615,2021-06-01,2856,0.0
1530739743406329927,2021-11-09,1436,0.0
5623921012047819758,2021-09-07,351,0.0
7791218055661922141,2022-05-09,1285,852.0
1572240053337445499,2022-05-09,1074,57.0
8427310238825009644,2022-05-09,1443,20.0
415709307788283777,2022-05-09,1443,74.0
5394430674172518078,2021-06-12,351,0.0
1772081525215516596,2021-09-07,1436,0.0
6509205878851285,2022-05-09,967,155.0
256463924681229425,2021-08-31,351,0.0
2194520570864956024,2022-05-09,1573,2940.0
4497702287568218408,2022-05-09,1848,15385.0
180641745394433728,2021-06-12,1903,0.0
5884290998164036926,2021-06-12,1436,0.0
6084414091355984792,2021-11-09,1903,0.0
2504801828963332539,2021-11-09,1903,0.0
806194901968516543,2021-11-09,1903,0.0
4962261193193427547,2021-06-12,2856,0.0
7296661114977430920,2022-05-09,2821,25.0
5483893616298543199,2022-05-09,1408,76.0
8540646726252342439,2021-06-12,196,0.0
634913444873738137,2022-05-09,1449,165.0
8536140855339193231,2021-06-01,2856,0.0
5552040690626571331,2021-06-11,1903,0.0
7914937218530928010,2021-10-30,1903,0.0
2489330636863256760,2022-05-09,383,7065.0
7687653069671739858,2021-09-07,351,0.0
215873324188864678,2021-06-11,196,0.0
1027989248710099317,2021-06-01,1903,0.0
4155028799010012981,2021-08-31,1903,0.0
4715970417433569174,2021-09-07,1436,0.0
3870890086727383008,2022-05-09,3817,241.0
6600443233009989050,2021-06-02,351,0.0
4855760710874453993,2022-05-09,2134,6279.0
563273625966298766,2021-08-31,196,0.0
7066680861315945442,2021-08-31,196,0.0
6675007603128748820,2021-06-01,351,0.0
4033849688461308738,2021-06-01,2856,0.0
5350173256291955195,2021-06-02,2856,0.0
3260404181332876931,2022-05-09,1012,336.0
7011981320845545051,2022-05-09,3965,1722.0
9073973637692396091,2021-06-01,196,0.0
3592191684712570197,2021-10-30,2856,0.0
5458205011952059712,2022-05-09,2276,1005.0
2772203447106660098,2022-05-09,3790,273.0
198882850693384430,2022-05-09,1118,555.0
8916466278286147624,2022-05-09,1498,2358.0
7548346618243315896,2021-06-11,351,0.0
7900811011316010494,2021-10-30,351,0.0
3695255510643521304,2021-06-12,1903,0.0
7330466489003934966,2021-06-12,1436,0.0
4108053907152686763,2021-06-02,1903,0.0
7541817196152074408,2021-06-02,1903,0.0
3992038028042782259,2022-05-09,3071,5659.0
5904522419685634518,2021-11-09,2856,0.0
3949769447529135357,2021-06-11,1903,0.0
622426064517326869,2022-05-09,383,454.0
4940511308124718772,2021-10-30,1436,0.0
6367351921353460891,2022-05-09,3965,948.0
7764832767893163149,2021-06-11,196,0.0
3851452162400018156,2022-05-09,320,5431.0
3363181839757398383,2022-05-09,320,2097.0
6407956863354594121,2021-06-01,1903,0.0
3016279490234601201,2022-05-09,801,33.0
3816099960626050798,2021-06-01,196,0.0
8153696130336182386,2022-05-09,1169,2148.0
7548822693901453308,2021-10-30,2856,0.0
4375368610744510004,2021-11-09,196,0.0
7110991379514990762,2022-05-09,1386,264.0
2431315257708993420,2022-05-09,603,525.0
7266872552432860877,2022-05-09,2373,292.0
5581454536149093956,2022-05-09,2281,5.0
477586983341679280,2022-05-09,847,296.0
7428232249764008004,2021-06-12,2856,0.0
8891238618258162345,2021-06-11,1903,0.0
8735026913660548279,2021-08-31,1903,0.0
5633150780373160399,2021-09-07,1436,0.0
3774363590832552272,2021-06-01,196,0.0
1929620352621682655,2021-08-31,2856,0.0
170229287403698289,2022-05-09,1118,38.0
4798969340443281155,2022-05-09,2751,314.0
1841943595743219247,2021-08-31,196,0.0
1907822664719516162,2021-06-12,1903,0.0
2577052297711021292,2022-05-09,1187,539.0
5689220766179480311,2021-06-02,1436,0.0
591626332341076498,2022-05-09,3185,1181.0
9093581833572489128,2021-06-02,2856,0.0
5976356233486319532,2021-06-11,1903,0.0
2516296428493079225,2021-09-07,1436,0.0
4111037710073140946,2022-05-09,3790,1481.0
4237169350461969772,2021-11-09,196,0.0
2585218996144591247,2021-06-12,2856,0.0
3861383990435479783,2022-05-09,1408,35.0
6513835439071058522,2021-06-12,196,0.0
5838638754500883684,2021-09-07,351,0.0
1205390699589498294,2021-09-07,351,0.0
2393883430411028421,2022-05-09,2473,0.0
6012197362204113755,2022-05-09,976,9120.0
2249706722656071332,2022-05-09,1443,322.0
5323580317105680234,2021-06-12,351,0.0
8425331448591636154,2021-09-07,196,0.0
3728622594887390102,2021-08-31,351,0.0
1561090568835704578,2022-05-09,3149,1895.0
3410182757224081617,2022-05-09,1169,2294.0
4574620814506273270,2021-10-30,196,0.0
6979463460058209922,2022-05-09,2751,327.0
3321365704541550139,2021-06-01,1436,0.0
8465484564273586520,2021-08-31,196,0.0
8035317003854396910,2021-09-07,1903,0.0
1201954001161395746,2021-06-12,1903,0.0
5519451666169868868,2022-05-09,137,1827.0
1106222816755907693,2021-06-02,1903,0.0
5263513552592714644,2021-06-02,1436,0.0
2517257925654495085,2021-11-09,1436,0.0
3512288891711650429,2021-06-11,2856,0.0
7310406374979942103,2021-10-30,1436,0.0
8051110192340931757,2022-05-09,2688,3999.0
8790186968585431739,2022-05-09,1443,91.0
8973292871185725461,2021-08-31,1903,0.0
8823452517101847996,2021-08-31,1903,0.0
1894628020526946725,2022-05-09,1169,3126.0
1630264626390806877,2021-10-30,2856,0.0
8412772440172787574,2022-05-09,551,2196.0
7518512093657691323,2022-05-09,2683,275.0
7846159088858572451,2022-05-09,1498,1301.0
2390847490520141560,2021-08-31,1436,0.0
5030476890633862800,2022-05-09,137,2228.0
1520102124474202319,2021-06-12,2856,0.0
6875974107025381421,2022-05-09,257,5734.0
5278028451735793735,2022-05-09,1579,2717.0
3800746838636222547,2022-05-09,383,9950.0
6984119035838494403,2021-09-07,196,0.0
7358684567255009985,2021-06-01,196,0.0
498566093556531745,2022-05-09,1169,2629.0
1019945411580981819,2021-10-30,2856,0.0
2510407930927644813,2022-05-09,3790,1969.0
2831746743913945478,2022-05-09,3790,3507.0
2621613617752386773,2021-09-07,2856,0.0
5708996949339548830,2021-06-01,1436,0.0
7154961143637878910,2021-06-01,1436,0.0
1956033419487894941,2022-05-09,2148,62.0
1651670838209092414,2021-06-12,1903,0.0
3800086590533022341,2021-11-09,1903,0.0
4058922459408257674,2021-06-01,351,0.0
4833799643380640856,2021-11-09,2856,0.0
3053371700933551512,2022-05-09,383,2671.0
2579517263448413906,2021-09-07,351,0.0
6637840112261297238,2022-05-09,1285,47.0
1841913652890461313,2022-05-09,320,268.0
107842141123770449,2021-08-31,1903,0.0
8112924325858496637,2021-06-12,351,0.0
8091629858827240249,2021-09-07,1436,0.0
5745412562305082459,2021-08-31,2856,0.0
1029337044618831708,2021-08-31,2856,0.0
7075387112825426108,2022-05-09,3817,3568.0
7506919553506645205,2022-05-09,3790,2818.0
639752044013454219,2021-11-09,196,0.0
6704173377883531121,2022-05-09,2683,119.0
8766047323407736368,2021-06-11,351,0.0
6523136795932543359,2021-09-07,1903,0.0
9097685601763032475,2021-06-12,1903,0.0
6527934347899377966,2022-05-09,1051,0.0
1484107095049230978,2022-05-09,3641,50.0
1175157929053919634,2022-05-09,3185,19867.0
8460671510400367460,2021-06-12,2856,0.0
2519660173642769829,2021-06-01,2856,0.0
7558537300054901219,2022-05-09,3875,537.0
3789532687555565010,2021-11-09,351,0.0
1288623811571530238,2022-05-09,604,173.0
7612503332317374122,2022-05-09,3149,3251.0
7887929514046476988,2021-10-30,196,0.0
7704238270734316202,2021-06-01,1436,0.0
469611222663190199,2022-05-09,2048,38.0
8542280142375312403,2022-05-09,2683,211.0
7990732112493803455,2021-06-02,351,0.0
6667489932375744352,2022-05-09,3240,857.0
5459767237777518823,2022-05-09,1498,1020.0
5467879851224791301,2021-06-11,351,0.0
7963471912769425681,2022-05-09,847,422.0
4568949457068849719,2021-06-12,196,0.0
5360993940211923268,2021-06-01,2856,0.0
8777587391073180795,2021-06-01,2856,0.0
5159324996329367621,2022-05-09,257,2469.0
1635762989492740073,2021-06-02,2856,0.0
2427366121726310337,2021-06-02,2856,0.0
6560571091876665546,2021-11-09,1436,0.0
6148603702087621899,2021-06-11,2856,0.0
5458122677103643953,2022-05-09,3965,2160.0
1280277633718383292,2021-06-01,1903,0.0
4061338262845663557,2021-06-12,351,0.0
1165283885541837200,2021-09-07,196,0.0
2845470031149256552,2022-05-09,2374,170.0
5353334862042494835,2022-05-09,3149,5140.0
929622651204586045,2022-05-09,3149,3589.0
5750631389324875583,2021-08-31,1436,0.0
6317171128704668064,2022-05-09,847,112.0
3796740420986324616,2021-11-09,2856,0.0
6223375246736274283,2022-05-09,2017,28633.0
3221915591392001533,2021-06-02,2856,0.0
2824168354742347636,2021-06-11,1903,0.0
2958634756845292836,2021-11-09,1436,0.0
6418775475949934006,2022-05-09,383,3245.0
9218927350684326949,2022-05-09,320,2383.0
351301120135832100,2021-08-31,1903,0.0
536371675421407633,2022-05-09,967,313.0
1141691526300800104,2022-05-09,3553,296.0
991920464638597606,2022-05-09,3149,3771.0
2443695800868321920,2022-05-09,3149,2840.0
1024931281976068497,2021-10-30,2856,0.0
208128542024216699,2022-05-09,1498,667.0
1567009919448392277,2022-05-09,1848,79548.0
5361256690911076238,2021-08-31,196,0.0
330840150443776880,2022-05-09,3185,8028.0
527070902614369962,2022-05-09,2821,29.0
4351812274857503841,2021-11-09,2856,0.0
6528512934970584516,2021-11-09,1436,0.0
6151870975673518083,2021-09-07,351,0.0
5584594237041750640,2021-09-07,1436,0.0
3330397397853142208,2021-06-01,196,0.0
8031225484557654306,2021-08-31,2856,0.0
628013758434331165,2021-08-31,351,0.0
5021229690056383721,2021-08-31,351,0.0
5517334657242618372,2021-11-09,196,0.0
6520800228558029149,2021-06-01,1436,0.0
6659604260859570393,2021-06-02,351,0.0
4064707241687947559,2021-10-30,351,0.0
6001488551020345093,2021-08-31,196,0.0
5211554315442003954,2021-08-31,196,0.0
503835578029831604,2021-08-31,196,0.0
6442028661885851035,2021-06-12,1903,0.0
8022090178391692512,2022-05-09,1051,0.0
4255324108499815933,2022-05-09,257,3370.0
5578658639678116707,2022-05-09,2017,48141.0
5141553879922051074,2022-05-09,2017,37231.0
6581599173415722331,2021-10-30,1903,0.0
3741076139892892160,2022-05-09,383,5624.0
7746934291923261507,2021-10-30,1436,0.0
6658674344183654326,2021-06-01,1436,0.0
2090230312151038696,2022-05-09,2048,20.0
3569263349743340579,2021-06-11,1436,0.0
2041093410872067417,2022-05-09,2148,4.0
7751416382154441933,2022-05-09,1498,3264.0
1330476286685544342,2021-08-31,196,0.0
4427080746167809636,2021-06-02,1903,0.0
5483878072788700278,2022-05-09,1187,0.0
1934156343767990481,2021-06-02,1436,0.0
6812315619490210257,2021-06-01,351,0.0
4676442437753415341,2021-06-01,2856,0.0
6432526628454905629,2021-06-01,2856,0.0
4626015561572694726,2021-10-30,1436,0.0
4937944216453693696,2022-05-09,2688,149.0
104134008552260370,2022-05-09,2688,2119.0
857400119997397697,2022-05-09,1074,0.0
7934673622040179265,2022-05-09,1074,339.0
2483571712749290499,2022-05-09,320,2085.0
1242947534514804613,2021-09-07,196,0.0
2705413085873166259,2021-11-09,196,0.0
4607856293229385934,2021-11-09,196,0.0
2865851129481755380,2021-06-01,1436,0.0
6809802082646619433,2022-05-09,2683,112.0
1471814119699811831,2022-05-09,1498,3100.0
5234041240900641057,2022-05-09,2134,3984.0
6385587743604739294,2022-05-09,32,302.0
3442527473724271599,2021-09-07,1903,0.0
7317876881394701504,2021-06-12,1436,0.0
8023146290003858338,2021-06-12,1436,0.0
7623293144997147805,2021-06-12,1436,0.0
3511886321104492253,2022-05-09,1449,152.0
4945801821925802351,2022-05-09,383,6217.0
1602496505323920023,2021-08-31,1903,0.0
984304392776097408,2021-09-07,1436,0.0
2127449663704267948,2022-05-09,3553,8.0
6564655264575617036,2022-05-09,551,482.0
5678182124671764258,2021-06-11,1436,0.0
5747993621225931602,2022-05-09,1848,63895.0
6226550484464380898,2021-06-11,351,0.0
3878808762190698645,2021-08-31,196,0.0
1221778118122975876,2021-06-12,1903,0.0
3949859691676299482,2022-05-09,2373,259.0
7554754836971447625,2021-06-02,1436,0.0
6690853989571411614,2021-11-09,1903,0.0
7234465810006202768,2021-06-01,351,0.0
3126854696686799479,2022-05-09,257,307.0
383485837423702809,2021-06-11,2856,0.0
1872109832707915843,2022-05-09,2688,1516.0
1053854870122136395,2022-05-09,1285,422.0
6311453766918517810,2021-06-11,196,0.0
3480715561843624989,2022-05-09,1443,99.0
2343122703366143495,2022-05-09,604,447.0
5842331329240929424,2021-06-01,196,0.0
4904832739218330692,2021-06-01,1436,0.0
1054988242867248993,2022-05-09,1386,401.0
6119568522498034942,2021-10-30,351,0.0
924055849802656805,2021-08-31,1436,0.0
27618651985230343,2021-06-12,1436,0.0
9120680698565982999,2022-05-09,3185,20557.0
4726050682463217829,2021-06-11,196,0.0
6611796659293213569,2022-05-09,801,0.0
7621522953273056386,2022-05-09,604,284.0
1649068521743768694,2021-06-01,196,0.0
7634946764872476946,2021-08-31,2856,0.0
1814959434210173568,2022-05-09,1573,2372.0
439146181341323853,2022-05-09,3240,26.0
4026297197886067969,2022-05-09,32,188.0
6505261608516506449,2021-06-12,1436,0.0
6236352161166301591,2022-05-09,1051,0.0
8782112259940267827,2022-05-09,2373,0.0
7874977870109623694,2022-05-09,1187,158.0
2997006884754588354,2021-06-02,1436,0.0
3224440029996084042,2021-11-09,1903,0.0
8731745680200828315,2022-05-09,2205,0.0
391428755567252234,2022-05-09,1285,770.0
7665525797153152833,2022-05-09,3749,19.0
3673677355003251528,2022-05-09,976,13498.0
5307556879478619139,2021-08-31,1903,0.0
4159495111528120805,2021-08-31,1903,0.0
5974136923194314518,2022-05-09,3790,3744.0
2930386164095701903,2022-05-09,2751,593.0
817930311773078242,2021-06-01,1436,0.0
1604872651921701462,2022-05-09,1386,304.0
8409043780796517964,2022-05-09,603,673.0
5792048225798355442,2021-06-11,351,0.0
5687973318838570440,2022-05-09,3615,6844.0
5306770942040014343,2022-05-09,847,362.0
8133475281492796716,2021-06-12,2856,0.0
7917715114760857149,2021-11-09,2856,0.0
6446469820939846402,2022-05-09,2017,52945.0
3199651121366467363,2021-06-02,2856,0.0
3614860825896208600,2021-06-11,1903,0.0
1645876277512254114,2022-05-09,3965,102.0
630655028180797,2021-06-11,196,0.0
6587530677945715909,2022-05-09,976,7544.0
8512552040130083562,2022-05-09,1443,174.0
8843921910760985505,2021-08-31,2856,0.0
8521541906789522062,2021-08-31,351,0.0
3135043411438917193,2022-05-09,1169,3187.0
288863082433374150,2021-11-09,196,0.0
6746538127202270238,2022-05-09,2048,15.0
9142601025913580601,2021-06-02,1903,0.0
5593970306014073583,2021-11-09,1903,0.0
4527068013219496385,2022-05-09,2205,0.0
7265838835868331988,2022-05-09,1408,228.0
7861404063814218019,2021-10-30,1903,0.0
6674443592040547590,2021-10-30,1903,0.0
3746543098073594435,2021-09-07,351,0.0
5522266102913174830,2022-05-09,1285,847.0
7960482603676397477,2021-08-31,1903,0.0
8204149703188034868,2021-09-07,1436,0.0
3499122695637571930,2021-09-07,196,0.0
8886551120785331356,2021-08-31,2856,0.0
1677871454695313111,2021-08-31,196,0.0
8302511250352061409,2021-06-12,1436,0.0
228896260679028962,2021-11-09,1903,0.0
3374855799444038076,2022-05-09,3185,7190.0
6385443507352438613,2021-06-12,2856,0.0
922923973868186974,2021-11-09,2856,0.0
7982549126881962520,2021-06-01,2856,0.0
753307567817612152,2022-05-09,1579,35030.0
2093895249009577470,2021-11-09,351,0.0
5779951015829097581,2022-05-09,3749,12.0
5416982578529939310,2022-05-09,3553,645.0
6676455767568368635,2022-05-09,1118,930.0
4657881201087117778,2021-09-07,2856,0.0
4483132661292731987,2022-05-09,603,78.0
4932773514667885222,2021-06-11,351,0.0
5210887300048218799,2022-05-09,137,3427.0
5625730816453761877,2022-05-09,1187,294.0
6583279571119099189,2021-11-09,1903,0.0
7481180870158352201,2022-05-09,1408,368.0
7978210653708729127,2022-05-09,1449,187.0
7404104263680213646,2021-06-01,2856,0.0
6459689066539520886,2022-05-09,257,3879.0
7907027523700718439,2022-05-09,2017,50281.0
7042825384588101819,2021-06-11,1903,0.0
8882007096241518447,2022-05-09,1012,0.0
3833686345061587847,2022-05-09,383,3632.0
2496178777625210599,2021-09-07,351,0.0
5558773830526844130,2021-06-01,196,0.0
4644490767428430074,2022-05-09,3389,7713.0
9131638214788088662,2022-05-09,3790,1063.0
2686318626748492267,2021-10-30,196,0.0
3690518047371674849,2021-09-07,2856,0.0
2118246789548234274,2022-05-09,2683,242.0
4047126808208635541,2021-06-02,351,0.0
8808042489666335381,2021-06-11,351,0.0
5005992858105527096,2021-06-11,351,0.0
